word	corrected_gold	system_suggestions	in_1	in_3	in_above_3
ئەندامێتیی		ئەندامی	0	0	0
بیرمەندە		بیر مەندە,زیزەرمەندە	0	0	0
بیروبۆچوون		بیرو بۆچوون,بیرچوونن,بیرچوون	0	0	0
بیناکەی		نیناکەی,سیناکەی,میناکەی,بیکاکەی,بیزاکەی,بەناکەی,بینا کەی,نابیناکەی,رەیناکەی,ئیناباکەی,کابینەکەی	0	0	0
تێکساس		تێکتاس,تێکناس,تێکماس,تێکساز,تێتاسا	0	0	0
تیپەکەیان		detected_correct	0	0	0
جونۆن		detected_correct	0	0	0
چۆنیش		ڕۆنیش,چۆن یش,چۆ نیش,پۆچۆنی	0	0	0
داهاتەکانیش		detected_correct	0	0	0
دیاردەکانی		دیاردەکانت,دیارەکانی,دیاردەکان,دیاردەکانیش,دیدارەکانی,دیاردەکانم,دیاردەیانی,دیاردەکان ی,دیاردە کانی,دیاربەکرەکانی,کانیبەردەکانی,یاریکردنەکانی,بڕیاردانەکانی	0	0	0
دیاریمان		detected_correct	0	0	0
دەپارێزرێت		دەپارێزرێی,دەپارێزێت,دەپارێزرێ,دەپارێزرێێت,دەپارێزرێیت,دەپارێزرێن,دەپارێزرێم,دەپارێزرێێ,دەپارێز رێت,دەپارێزدرێێت,دەپارێزرا,دەپارێزدرێ,دەپارێزدرا	0	0	0
دەستخراون		دەستاون	0	0	0
سینەماکانی		سینامەکانی,سینەماکانت,سینەماکان,سینەماکانیش,سینەماکانم,سینەمایانی,سینەماکان ی,سینەما کانی,سەماکەرانی	0	0	0
شۆفێریان		شۆ فێریان,شۆندۆرفێریان	0	0	0
ڤیتۆڵ		چیتۆڵ,ڤۆیتۆڵ,پیتۆڵ,قیتۆڵ,فیتۆڵ,هیتۆڵ,جیتۆڵ,ڤیجۆڵ,ڤینۆڵ,میتۆڵ,کیتۆڵ,زیتۆڵ,ڤیاۆڵ,ڤیۆۆڵ,لۆڤیتۆڵ	0	0	0
کوردستانیدا		detected_correct	0	0	0
کوڕەکەیدا		detected_correct	0	0	0
کۆتایان		detected_correct	0	0	0
گووتی		detected_correct	0	0	0
لێدانەکەی		detected_correct	0	0	0
وەزیرانیشەوە		detected_correct	0	0	0
ئۆساسۆنا		ئەلیاسۆنا	0	0	0
پارێزگاریش		پارێزگارێش,پارێزگاری,پارێزگاریشت,پارێزگاریشم,پارێزگاریشی,پارێزگاریت,پارێزگارین,پارێزگاریم,پارێزگاری ش,پارێزگار یش,پارێزگار,پارێزگا	0	0	0
پشکنینیش		پشکنینێش,پشکنینی,پشکنینیشت,پشکنینیشم,پشکنینیشی,پشکنینیت,پشکنینین,پشکنینیم,پشکنینی ش,پشکنین یش,پشکنی نیش,پشکن ینیش,پشکنین,پشکنی	0	0	0
پەرەسەندنەکانی		detected_correct	0	0	0
چاوەڕێنەکراو		چاوەڕوانکردن	0	0	0
چەورە		detected_correct	0	0	0
ڕاستەقینەدا		detected_correct	0	0	0
زیرەکیش		زیرەکێش,زیرەکی,زیرەکیشت,زیرەکیشم,زیرەکەیش,زیرەکیشی,زیرەکیت,زیرەکین,زیرەکیم,زیرەکیک,زیرەکیگ,زیرەکەش,زییەکیش,زیرەکیی,زیرەکی ش	0	0	0
سدیقی		detected_correct	0	0	0
سەرسوڕهێنەردا		سەردەرهێناندا	0	0	0
شووشە		detected_correct	0	0	0
کالۆ		detected_correct	0	0	0
کردوونی		کردووین,کردوومی,کردووی,کردوون,کردوون ی,ڕوونکردنی,ونکردنی,وردکردنی	0	0	0
گرتی		detected_correct	0	0	0
گوڤەن		گوڵەن,ئووڤەن	0	0	0
ناخات		ناخار,ناخست,ناخت,ناخا,ناخانت,ناخوات,نابات,ناخان,ناخیت,ناخودات	0	0	0
وانەکە		detected_correct	0	0	0
ئینگلیزیان		ئینگلیسیان,ئینگلیسان,ئینگلستانیان,ئیلیزایان,زیزینگیان	0	0	0
ئەمانەتەوە		ئەمانڕەتەوە,ئەماونەتەوە,ئەمانشتەوە,کەمانەتەوە,ئەماوەتەوە,ئەما نەتەوە,ئاسمانەتەوە,ئەروانەتەوە,تەماتەمارانەتەوە,چەماندنەوەتەوە	0	0	0
بگونجێنێت		detected_correct	0	0	0
بوختانی		detected_correct	0	0	0
بەڕێوەبەرەکانەوە		detected_correct	0	0	0
پانێڵێک		پانێک	0	0	0
زانییان		detected_correct	0	0	0
زێدانیش		زێدانێش,زێدانی,زێدانیشت,زێدانیشم,زێدانیشی,تێدانیش,زێدانیت,زێڕانیش,زێدانین,زێدانیم,زێوانیش,زێیانیش,زێدانی ش,زێدان یش,زێدا نیش	0	0	0
ستراسبۆرگ		ستراسبێرگ,سترانبێژگ	0	0	0
سەڵاحی		ساڵەحی,سەلاحی,سەڵای,سەباحی,سەڵاشی,سەڵاچی,سەڵانی,سەڵاحەدین	0	0	0
فیفاوە		فیداوە,شیفاوە,فیساوە,فیکاوە,ئیفاوە,حەیفاوە,وەفاوە	0	0	0
گەشتێکیان		detected_correct	0	0	0
لەسایەیدا		detected_correct	0	0	0
ناهێڵێتەوە		detected_correct	0	0	0
ناویدا		detected_correct	0	0	0
نەبوونەتە		نەبوونەڵە,نەبوونەکە,نەبوونەوە,بوونونەبوونە,بوونونەبوون,نەبوونە,منەتبوونە	0	0	0
هاوکاریم		detected_correct	0	0	0
وەرگرتنەوە		detected_correct	0	0	0
وەستام		detected_correct	0	0	0
ئاکتاش		ئاشکرا	0	0	0
ئیرنای		ئێرنای,ئینای,ئیرینای,ئیرینا	0	0	0
بانکییەکان		بانکسییەکان,بانگییەکان,بانک ییەکان,بان کییەکان,کۆبانییەکان,بیکانییەکان,بۆکانییەکان,کانیبییەکان	0	0	0
بردمی		detected_correct	0	0	0
برینداریشیان		detected_correct	0	0	0
بینەرانیان		detected_correct	0	0	0
بەرهەمیش		بەرهەمێش,بەرهەمی,بەرهەمیشت,بەرهەمیشم,بەرهەمیشی,بەرهەمیت,بەرهەمین,بەرهەمیم,بەرهەمی ش,بەرهەم یش,بەر هەمیش,بەرهەم	0	0	0
بەنزینەکەش		بەزینەکەش,بەن زینەکەش,دابەرزینەکەش,زینەدینەکەش,بەخشینەکەش,کەندەشینەکەش	0	0	0
پزیشکییەکانەوە		پزیشکی یەکانەوە,پزیشک ییەکانەوە,زریشکەکێوییەکانەوە	0	0	0
حکومەتێکدا		حکوومەتێکدا,ڕوومەتێکدا,حیکمەتێکدا,حکوومەتدا,حکایەتێکدا	0	0	0
خوێنت		خوێنی,جوێنت,وێنت,خوێت,خوێن,خوێندت,خاوێنت,خوێنێت,خەوێنت,خوێنیت,تخوێن,شوێنت,خوێشت,خوێست,خوێنن	0	0	0
داپیری		detected_correct	0	0	0
دکتۆراکەی		دکتۆرەکەی,دکتۆرا کەی,ڤیکتۆریاکەی	0	0	0
دەهۆڵ		detected_correct	0	0	0
دەوڵەتەدا		دەوڵەتدا,دەوڵەتتدا,دەوڵەتمدا,دەوڵەتێدا,دەوڵەتیدا,دەوڵەتە دا,دەوڵەتا,دەوڵەت	0	0	0
ڕشتی		detected_correct	0	0	0
ژەمەکانی		detected_correct	0	0	0
سپۆتنیکی		ڕاسپۆتینی	0	0	0
سەدەکانی		دەسەکانی,سەدرەکانی,سەعدەکانی,سەیدەکانی,بەدەکانی,سەرەکانی,ڕەدەکانی,سەڵەکانی,قەدەکانی,سەقەکانی,سەدەفانی,حەدەکانی,سەلەکانی,سەگەکانی,یەدەکانی	0	0	0
سەگەکەیدا		detected_correct	0	0	0
شیرەکە		detected_correct	0	0	0
قاوەخانەی		detected_correct	0	0	0
کۆڕبەندەکە		کۆڕ بەندەکە,گۆبەندەکە,بەندەنەکە,بەندەرەکە,ڕبەنۆکەکە	0	0	0
گورچیلەت		detected_correct	0	0	0
لەشم		شەلم,کەشم,پلەشم,شلەشم,جلەشم,چلەشم,ملەشم,کلەشم,گلەشم,زلەشم,لەیشم,شلەم,بەشم,پەشم,لەپم	0	0	0
نەهێڵیت		detected_correct	0	0	0
هاتمەوە		detected_correct	0	0	0
هەوڵدانێکی		detected_correct	0	0	0
ئاوەش		ئاوە,باوەش,ئارەش,ئاوەر,ئاوەڵ,ئاوەک,ئێوەش,ئاوێش,ئەوەش,ئاویش,ئاوە ش	0	0	0
ئۆتۆمبێلەکەشدا		ئەستۆندەکەکەشدا	0	0	0
ئێرلەندی		ئیرلەندی,ئێر لەندی,ئیرلەند	0	0	0
ئیمۆ		ئۆمی,ئیمڕۆ,ئۆیم,لیمۆ,ئامۆ,ئیمێ	0	0	0
ئینگلیز		ئینگلیس,ئینگلستان	0	0	0
باشماخی		detected_correct	0	0	0
برژاوە		detected_correct	0	0	0
بکوژان		detected_correct	0	0	0
بورج		بورژ,گورج,بوور	0	0	0
بێویژدانانە		نانپێوەدانانە	0	0	0
بیتەوە		detected_correct	0	0	0
بیخە		detected_correct	0	0	0
بەریتانین		بەریناتین,بەردیتانین,بەریتانیان,بەریتوانین,بەریتاشین,بەریتاسین,بەریتارین,بەریزانین,بەریتانیا,بەریتان ین,بەری تانین,بریتانیاین,بریتانیایین,بریتانیان,بەرانبەرین	0	0	0
بەکارخستنی		بەکار خستنی,بەکارهاتنی	0	0	0
پرسیارێکەوە		detected_correct	0	0	0
تیشێرتێکی		شوبێرتێکی	0	0	0
چالاکیدا		detected_correct	0	0	0
چەقۆیان		detected_correct	0	0	0
چەندەیە		چەندە یە,چەندە	0	0	0
چەورییەکانی		هەورییەکانی,دەورییەکانی,چەور ییەکانی,نیوەکارییەکانی,کاکەسوورییەکانی,کوردەوارییەکانی,چەورکردنەکانی	0	0	0
خشتەکەیاندا		detected_correct	0	0	0
خوێندکارانەشی		خوێندنخانەشی,خوێنەدوبراکەشی,نەخوێندەواریشی	0	0	0
دانپێدانانەکانی		دەستپێدانانەکانی,دەستپێدانانانی,دەستپێدانانی	0	0	0
دزیوەتەوە		detected_correct	0	0	0
دەچێژێت		دەبێژێت,دەنێژێت,دەچێنێت,دەچەژێت,دەچێ ژێت,دەوێژێێت	0	0	0
دەشیەوێت		یەوەدێوێت	0	0	0
دەهێشت		detected_correct	0	0	0
ڕاگرتنەکەش		detected_correct	0	0	0
ڕاهێنەرێک		ڕازێنەرێک,ڕاهێنە رێک,هێرشهێنەرێک,ڕاهێنانێک	0	0	0
زۆربە		detected_correct	0	0	0
زۆرترەوە		detected_correct	0	0	0
سپیمان		detected_correct	0	0	0
شاوری		شاری,شکوری,شاکری,گاوری,شاکووری,شاپووری	0	0	0
شێوانە		detected_correct	0	0	0
شەمعەکانی		detected_correct	0	0	0
فراکسیۆنەکەم		سیەرالیۆنەکەم,فرانسیسکۆەکەم	0	0	0
فوچسیل			0	0	0
فۆرت		detected_correct	0	0	0
فۆڕ		دۆڕ,گۆڕ,فڕ,بۆڕ,پۆڕ,تۆڕ,شۆڕ,فۆر,ڕۆڕ,قۆڕ,هۆڕ,چۆڕ,فۆن,مۆڕ,کۆڕ	0	0	0
قەسرۆکی		قەسرۆک,قەسرێکی,قەسرۆکە,قەسرۆک ی,سەرۆکی	0	0	0
کارەساتبارەکان		کارەسات بارەکان,هەسارەژمارەکان	0	0	0
کرێچین		کێچین,کرچین,کرێین,کرێچی,کرێ چین,کرێکارین	0	0	0
کوڕەداوێی		کوڕەزازای	0	0	0
کۆدێکی		detected_correct	0	0	0
کەلوپەلیان		detected_correct	0	0	0
گۆتەرێس		گوتیرێس	0	0	0
لێسلی		detected_correct	0	0	0
لیۆفید		لیۆپۆلد	0	0	0
لەمپەری		detected_correct	0	0	0
ماکیاژەوە		ماکینەوە	0	0	0
موزیسیانی		موونیسانی	0	0	0
میلیسا		میلیدا,مێلیسا,میلیست,میلیڕا,میلیها,لیلیسا,ویلیسا,میلی سا,ویلمیسا,سالیسا,لیسا	0	0	0
مەترسییەکیش		detected_correct	0	0	0
نمای		نامی,یمان,مای,نای,نمی,نما,نمایش,نمانی,نەمای,نیمای,نیما,مانی,ماین,نمار,ڕمای	0	0	0
نموونەشی		detected_correct	0	0	0
نیشتەجێکردنیان		نیشتەجێ کردنیان,جێبەجێکردنیان,نیشانەکردنیان	0	0	0
هەوارەبەرزە		هەوارە بەرزە,هەرزەکارە	0	0	0
واژۆکان		واژەکان,نۆکاوان	0	0	0
یادەش		یادە,یادەر,ڕادەش,یادەڵ,یادەک,دادەش,یادێش,یادە ش,یا دەش	0	0	0
یەکەیەی		یەکانەی,یەلپکەی,یەکاوەی,لەیەک	0	0	0
ئابوورییانە		ئابوورییان,ئابوورییلانە,ئابوورییانت,ئابوورییانم,ئابوورییانی,ئابوورییان ە,ئابووری یانە,وریابوونەوە	0	0	0
ئیفلیجکردنی		ئیفلیج کردنی,لەنجکردنی	0	0	0
ئەبازی		ئەسازی,ئەباری,ئەڕازی,ئەباڕی,ئەبافی,ئەبەزی,ئەیازی,حیلەبازی	0	0	0
ئەڤەلۆنی		ئەلۆنسۆی	0	0	0
بپچڕێنین		detected_correct	0	0	0
بڕواشمان		detected_correct	0	0	0
بژاردەیان		بژاردیان,بژاردنیان,بژار دەیان,هەڵبژاردەیان,ژماردەیان,دیاردەیان,بژارکردنیان	0	0	0
بکرێمە		بکرێم,بکرێوە,بکرێم ە,برێمەر	0	0	0
بەخشیونی		بەخشینی,بەخشیووی,بەخشی ونی,بەخش یونی,بەخشین	0	0	0
بەرامبەریاندا		detected_correct	0	0	0
بەرگریدان		بەرگریان,بەرگریدا,بەرگریتان,بەرگریمان,بەرگرییان,بەرگری دان,بەرگران,بەرانبەری	0	0	0
بەروبوومەکانی		بەردەبووکەکانی,ئەبووبەکرەکانی,ماندووبوونەکانی,بەردەبووکانی	0	0	0
بەڕێی		detected_correct	0	0	0
بەکاریش		بەکارێش,بەکاری,بەکاریشت,بەکاریشم,بەکاریشی,بەکاریت,بەکارین,بەکاریم,بەکاریک,بەکاریگ,بەکاریی,بەکاری ش,بەکار یش,بەکار	0	0	0
پیرۆزباییت		detected_correct	0	0	0
پەڕیوەتەوە		پەڕیووەتەوە,پەڕینەوەتەوە,دەرپەڕیوتەوە,تێپەڕینلەتەوە,پەڕەوازەتەوە	0	0	0
تویت		توتی,وتیت,توتت,توت,توتیت,تسویت,توسیت,توریت,تڕویت,تونیت,تزویت,تدویت,تاویت,توویت,بویت	0	0	0
تۆتێنهام		تۆپێنرام	0	0	0
تۆفڵ		تفۆڵ,فتۆڵ,تۆفان	0	0	0
تیانگ		تاینگ,گیانت,یانگ,تانگ,تینگ,تیانەگ,یانگت,تانگی,شیانگ,تیارگ,ڕیانگ,ژیانگ,ڤیانگ,جیانگ,لیانگ	0	0	0
تەقەکردنەدا		تەوقەکردندا,تەوقەکردنا,سەکتەکردندا,تەوقەکردن	0	0	0
تەوقیتکراو		تەوقەکردن	0	0	0
جافەکە		detected_correct	0	0	0
جۆزەکەدا		زەرەکەدا	0	0	0
جۆنیۆر		detected_correct	0	0	0
چارەسەرێکە		چارەسەرێک,چارەسەرێکت,چارەسەرێکم,چارەسەرۆکە,چارەسەرەکە,چارەسەرێکی,چارەسەرێک ە,چارەسەرێ کە,چارەسەرە,چارەسەر	0	0	0
چالاکێکی		detected_correct	0	0	0
چاڵانە		detected_correct	0	0	0
چلەمین		detected_correct	0	0	0
چۆڵە		detected_correct	0	0	0
حەماقی		حەمای,حەماشی,حەماچی,حەمامەی	0	0	0
خانەنشینییەکەی		کۆنستەنتینییەکەی	0	0	0
خوێندنم		detected_correct	0	0	0
خۆشتندا		خۆ شتندا,داشتندا	0	0	0
خەریکبووە		خەریکبوونە,خەریکبوون,خەریتەوە	0	0	0
خەوتنە		detected_correct	0	0	0
خەیاڵییەکەی		خەیاتییەکەی,خەیاڵ ییەکەی,یەخەچاڵەکەی	0	0	0
داویەتییە		داویەتی یە,کوردایەتی	0	0	0
دکتۆرەوە		detected_correct	0	0	0
دواییشدا		داییشدا,دوایتیشدا,دوانییشدا,دوانیشدا,دوای یشدا,دووتاییشدا,دادخواییشدا,واییدیشدا,ئاواییشدا	0	0	0
دوایەوە		detected_correct	0	0	0
دیارین		detected_correct	0	0	0
دینداری		detected_correct	0	0	0
دیێگۆ		detected_correct	0	0	0
دەرناکەون		detected_correct	0	0	0
دەریاوانە		دەریتوانە,دەریڕوانە,دەرکاوانە,دەریا وانە,دەر یاوانە,دەرداویانە,تاواندەرانە,دەرزیانانە,دەرویشیانە	0	0	0
دەستڕێژەوە		دەست ڕێژەوە,دەستدرێژەوە,دەستنوێژەوە	0	0	0
دەگڕێت		دەفڕێت,دەڕێت,دەگۆڕێت,دەگێڕێت,دەگەڕێت,دەگوڕێت,دەبڕێت,دەتڕێت,دەسڕێت,دەرڕێت,دەگرێت,دەگژێت,دەچڕێت,دەگلێت,دەمڕێت	0	0	0
زەردن		detected_correct	0	0	0
زەوییانەش		زەوییانیش,پیازەخوانە	0	0	0
سوپاسنامەیەک		سوپاس نامەیەک,شناسنامەیەک	0	0	0
سەرەتایان		detected_correct	0	0	0
شڵەژاند		detected_correct	0	0	0
شەقامەکەیان		detected_correct	0	0	0
شەهیدیش		یوشیهیدیە	0	0	0
فراوانتربوونی		فراوانتر بوونی,گرفتاربوونی	0	0	0
فۆرممان		فۆرمان,فۆرتمان,فۆرژمان,فۆردمان,فۆرێمان,فۆریمان,فۆرم مان,نۆرمامان,نۆرمان	0	0	0
قەیرانەیان		قەیرانیان,قەیرانەکان,قەیرانییان,قەیرانە یان,میرانەیان,قەیرانان,قەیتەرانیان,سەرانەیان	0	0	0
کرێکارێکیش		detected_correct	0	0	0
کۆلێت		detected_correct	0	0	0
کۆلێژێک		کۆلێتێک,کۆلێ ژێک,کۆ لێژێک,لێژێک,کۆلێک	0	0	0
کۆنترۆڵدایە		کۆڵدانەوە	0	0	0
کێف		detected_correct	0	0	0
کەنساس		کەساس,کەساسن,کاسانسای	0	0	0
گڵێجاڵی		جەنجاڵی	0	0	0
گۆتزە		گۆزە,گۆتە,تگۆزە,گۆزەت,گۆتچە,گۆتلە,گۆتنە,گۆتمە,گۆتزێ,گۆتیە,گۆت زە	0	0	0
گیروگرفتە		detected_correct	0	0	0
گەڕۆکن		گەڕۆک,گەڕنۆک,پەڕۆکن,گەڕۆڵن,گەڕەکن,گەڕۆکە,گە ڕۆکن	0	0	0
لێردا		لێدرا,لێتدا,لیردا,کێردا,لێدا,بلێردا,لێبردا,شلێردا,فلێردا,کلێردا,گلێردا,دلێردا,لێریدا,دلێرا,بێردا	0	0	0
لیڤاندۆڤسکی		لێڤاندۆفسکی	0	0	0
لیواکەمان		لیساکەمان,هیواکەمان,لیلاکەمان,لیماکەمان,زیواکەمان,لیزاکەمان,لیوەکەمان,لیوا کەمان,لیوبلیاناکەمان,ملوانکەمان,لیوانمان,کەیوانوومان	0	0	0
مەولانا		detected_correct	0	0	0
ناچین		detected_correct	0	0	0
نامەیەکیدا		detected_correct	0	0	0
ناوخۆشدا		ناخۆشدا,ناوخۆدا,ناوخۆیشدا,ناوخۆتدا,ناوخۆمدا,ناوخۆێدا,ناوخۆیدا,ناوخۆییشدا,خۆشناودا,ناخۆشیشدا,خۆشناو	0	0	0
نەشتەرگەرییەکەدا			0	0	0
نەگرتبوو		مەگرتبوو,نەتگرتبوو,نەمگرتبوو,نەیگرتبوو,دەگرتبوو,نەگۆتبوو,نەگوتبوو,نە گرتبوو,وێنەگرتنوو	0	0	0
هایدرۆکاربۆنی			0	0	0
هەرچییەکمان		هەرییەکمان,هەردییەکمان,هەر چییەکمان,هەرزەیییەکمان,هەرزانییەکمان,هەراسانییەکمان,هەرزەکارییەکمان	0	0	0
هەردووکیاندا		هەردوو کیاندا,هەر دووکیاندا,دارهەلووکیاندا,هەلووکانیاندا,دووکانداریاندا,هەڵدوورینیاندا	0	0	0
هەزەر		گەزەر,هەڵزەر,هەزمەر,هەرزە,پەزەر,هەتەر,هەشەر,هەسەر,ڕەزەر,هەقەر,حەزەر,لەزەر,هەلەر,هەکەر,هازەر	0	0	0
هەستیارەکەی		detected_correct	0	0	0
هەڵبەستراون		detected_correct	0	0	0
وڵاتەشی		واتەشی,وڵاتیشی,وڵاتە شی,گوڵاڵەشی	0	0	0
یارییەی		یارییەتی,یارییەکی,یارییەک,یاریدەی,سەیاریی,یاریی,عەیاری,ئەیاری	0	0	0
ئازیزترین		detected_correct	0	0	0
ئیعتراف		ئوسترالیا	0	0	0
ئیکۆنۆمیست		ئۆتۆنۆمیست	0	0	0
ئەپڵیکەیشنەکانی		ئەشکەنجەدانەکانی	0	0	0
ئەنتۆنێلا		ئەنتۆنیۆا	0	0	0
باخچەکاپاڵی		باخچەلیی	0	0	0
بازاڕکردنە		بازاڕ کردنە,باوەڕکردنە,بارکردنە	0	0	0
باسمە		detected_correct	0	0	0
باشتان		detected_correct	0	0	0
باکیێڤ		بێباکی	0	0	0
بخوڕێت		detected_correct	0	0	0
بگونجێنم		detected_correct	0	0	0
بنبڕە		detected_correct	0	0	0
بووبێتنەوە		بووبێتەوە,بووبێت نەوە,تەواوبوونەوە,نوێبوونەوەوە,بوونەوەوە	0	0	0
بۆیەیی		بۆیە یی,بۆیە	0	0	0
بیخەنەوە		detected_correct	0	0	0
بەرپەرچ		بەرپەرژ,بەرپەرم,بەر پەرچ,بەرپرس	0	0	0
بەرچاوڕوونیمان		بەرچاو ڕوونیمان,لەبەرچاوبوونیمان,بەرچاوکەوتنیمان,لەبەرچاوبوونمان,ئاوڕووچوونیمان	0	0	0
بەرچاوەکانی		detected_correct	0	0	0
بەرزکردنەوەکە		بەسەرکردنەوەکە,بێزکردنەوەکە,قێزکردنەوەکە,بەتاقیکردنەوەکە	0	0	0
بەرنامەیەشدا		بەرنامەکەشدا,بەرامبەریشدا,بەیاندەرەشدا	0	0	0
بەروبوومەکانیان		بەربوونووەوەکانیان,بەردەوامبوونەکانیان,لەبەرچاوبوونەکانیان,خەبەربوونەوەکانیان	0	0	0
بەزاندنە		detected_correct	0	0	0
بەفرانباری		detected_correct	0	0	0
بەلووچ		بەلوو,بەلووچە,بەلووچی,بەلووت,بەلوون,بەلووم,بەلووک,بەلووگ,بەلووا,بەلووێ,بەلووە,بەلووی,بەلوو چ	0	0	0
بەندکراوەکانیان		بەند کراوەکانیان,بڵندکردنەوەکانیان,بەراوردکردنەکانیان,بەختکرانەوەکانیان,باوەڕپێکراوەکانیان	0	0	0
بەهێزەکانیان		بەڕێزەکانیان,بەهێیەکانیان,بەهێ زەکانیان,بە هێزەکانیان,کانیگوێزەکانیان,بەدیهێنانەکانیان,بەجێهێنانەکانیان,بەکارهێنرانیان	0	0	0
پاسوۆردێکی		سوپاسکردنێکی	0	0	0
پشکدار		پشکار,پشکدا,پشکڵار,پشکلار,پشککار,پشکۆار,پشکدەر,پشک دار	0	0	0
پشکنینەکانین		پشکنینەکانی,پشکنینەکانیان,پشکنینەکانیش,پشکنینەکان ین,پشکنینە کانین,پشکێنرانین	0	0	0
پۆستەکانیشەوە		detected_correct	0	0	0
پێداویستییان		detected_correct	0	0	0
پێکەوەییدا		پێکەوە ییدا,کەوپێچیدا	0	0	0
پیتێنراوە		پیشێنراوە,وەستێنراوە,تەپێنراوە	0	0	0
پیرئۆمەری		پەیغەمەری	0	0	0
پەتاگەری		پەتاگەر,پەتاگەر ی,پەتا گەری,تایگەری	0	0	0
پەرلەمانیمان		پەرلە مانیمان,سەرلەرێدانیمان,پەلاماردانیمان,لەبیرمانیمان,کانیپەرییمان	0	0	0
پەروەردەتان		detected_correct	0	0	0
پەیامت		detected_correct	0	0	0
پەیجەکانیدا		detected_correct	0	0	0
پەیمانگاکانەوە		پەیمان گاکانەوە,پەی مانگاکانەوە,پەیمانبەستنانەوە	0	0	0
تاسانەی		تاسانی,تاسانە,تاساینە,تاسانەر,تاسانەڵ,تاقانەی,تاسانچی,تاسانەک,تاساندی,تاسانە ی,تاسا نەی,تانەی,تاسان	0	0	0
تۆمەتبارانەش		تۆڵەکەمارانە	0	0	0
تێکەڵکەر		detected_correct	0	0	0
تیرۆریستەوە		مۆنتیسۆریتەوە,میستەریۆتەوە,کریستینتەوە	0	0	0
تەمەتی		تەمیەتی,مەتەی	0	0	0
تەنفیزیدا		تەنافبازیدا,تەنافیدا	0	0	0
جۆهانسۆن		جۆهانسن,جۆهانسۆڵ,جۆهانسنن,جۆهانسۆک,جۆهانسان,جۆهانسێن,جۆهانسین,جۆهانس,جانسۆن,جۆنسۆنن,جۆنسۆن	0	0	0
جیهادیی		جیها دیی,جی هادیی,هادیی	0	0	0
جەختییان		detected_correct	0	0	0
چینین		detected_correct	0	0	0
چەکەکەمان		detected_correct	0	0	0
چەلەحانێی		هەڵچەجنانێی	0	0	0
حیمایەکانی		یەمانییەکانی,نیمایێرەکانی,ڕەحمانییەکانی,حەکایەتەکانی	0	0	0
حەقدەستە		هەقدەستە,هەقدەست	0	0	0
خاکەکە		detected_correct	0	0	0
خانکێ		خانێک,خنکێ,خاکێ,خانێ,خانک,خاکێن,تانکێ,ڕانکێ,هانکێ,مانکێ,خانمێ,یانکێ,خانک ێ,خان کێ,خاندوکێ	0	0	0
خشتەدا		detected_correct	0	0	0
خۆڕووتکردنەوەی		خۆشکردنەوەی	0	0	0
خۆمانتان		مۆخانتان,خمانتان,تۆمانتان,ڕۆمانتان,خۆڵانتان,قۆمانتان,خۆخانتان,چۆمانتان,مۆمانتان,کۆمانتان,گۆمانتان,خزمانتان,دۆمانتان,خامانتان,خۆمان تان	0	0	0
خۆئامادەکردنن		خۆ ئامادەکردنن,ئامادەکردنن,ئامادەکردن	0	0	0
خێزانەکانیش		خزانەکانیش,سێزانەکانیش,لێزانەکانیش,خەزانەکانیش,خێ زانەکانیش,خاووخێزانەکانیش,زرێزانەکانیش,لێزانینەکانیش,پێزانینەکانیش	0	0	0
دابدات		دادات,دابات,دابدا,داتبدات,دامبدات,دایبدات,دابتدا,داتبدا,داتدات,دامدات,دایدات,داب دات,دا بدات,دارابات,دابت	0	0	0
دابڕێژێتەوە		دابێژێتەوە,دابڕژێتەوە,داببێژێتەوە,دابڕێسێتەوە,دابنێژێتەوە,دابڕێنێتەوە,دابڕێ ژێتەوە,دابێژدابێژتەوە,داڕێژگەتەوە,داڕێژەرتەوە,دابێژانتەوە	0	0	0
دابەشنەکردنیشی		دابەشودابڕکردنیشی,بەشداریکردنیشی,نیشانەکردنیشی,دابەشودابڕکردنی	0	0	0
دادپەروەرین		detected_correct	0	0	0
داسەپاوی		detected_correct	0	0	0
داغستان		داستان,داغتان,دارستان,داغیتان,داغ ستان,ستاندتان	0	0	0
دانەگرن		detected_correct	0	0	0
داهێنانەوە		detected_correct	0	0	0
داواکارییەن		داواکەرییان,داواکارییان,داواکارن	0	0	0
داواکەمەوە		detected_correct	0	0	0
دۆلارفرۆشەکە		دەوافرۆشەکە	0	0	0
دیدارەکەشدا		دیدارەکەشتدا,دیدارەکەشمدا,دیدارەکەیشدا,دیدارەکەشیدا,دیاردەکەشدا,دیدارەکەتدا,دیدارەکەمدا,دیدارەکەیدا,دیدارەکەش دا,دیدارە کەشدا,دارەکەوەکەشدا,خەرەدارەکەشدا,دارەکەوەشدا,داشەهارەکەشدا	0	0	0
دیوارێکدا		detected_correct	0	0	0
دەدۆزمەوە		detected_correct	0	0	0
دەردەدرێن		detected_correct	0	0	0
دەڕفاند		detected_correct	0	0	0
دەستخۆشیشی		دەنگخۆشیشی	0	0	0
دەما		detected_correct	0	0	0
دەنگەش		دەمگەش,دەگەش,دەنگە,دەگەشن,دەتگەش,دەرگەش,دەنگەر,دەنگەڵ,دەنگەل,دەنگەک,دەنگێش,دەیگەش,دەنگە ش,دەن گەش,دەنگ	0	0	0
دەیبیستین		detected_correct	0	0	0
